"Segments:
Remove Online Only Tag,"10% OFF 
Full-Priced Ammo
when you spend $300+ on ammo",Melanie,,carryover WK 20,carryover WK 20,,https://www.academy.com/c/outdoors/shooting/ammunition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Event Banner (GTM, AGF, OE, SF) ", , ,,,,,, ,, , ,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V1: 6/29-6/30
V2: 7/1-7/4","We Salute You
10% OFF FOR MILITARY + FIRST RESPONDERS
LEARN MORE

Offer valid through 7/4/26 online + in-store. myAcademy Rewards sign-in and ID.me verification required.",,Reuse from previous weeks,N/A,,,https://www.academy.com/military-and-first-responders,figma.com/design/NiAZaY7oOFLajE5bW3bBhg/Tailgate---Sideline-HPLPs?t=GInOKx6ro55VoEYd-0,Learn more about Academy's 10% discount for military + first responders.,eb_mac_militarydiscount10p,Event Banner,Event Banner - Place under hit the mark section,"We Salute You
10% OFF FOR MILITARY + FIRST RESPONDERS
LEARN MORE

Offer valid through 7/4/26 online + in-store. myAcademy Rewards sign-in and ID.me verification required.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game On (SF only),,,,,,,,,,,,Headline + Scrolling Cards,Game On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NEW
Football Cleats
[Nike, adidas, UA]",Ece,,"https://academy.box.com/s/91fddwj89vhsbginbzdwwnbu6ekxfq6a

or 

https://academy.box.com/s/p41dun8f7b2x9zl68doegez3dgxk6hw5","
162807851_BLACKWHT01_0_0_ 
0163214636_WHITEBLK01_0_0_0
160934654_WHTSLVR_0_0_0",,https://www.academy.com/c/sports/football/football-cleats,,Shop new top brand football cleats.,football_fw_cleats,,Scrolling Cards - 1,"NEW
Football Cleats
[Nike, adidas, UA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NEW
Mouthguards
[NXTRND, Battle, Shock Doctor + more]",Tina,"Tina is this a brand play? If so, add brands please add brands",https://brandfolder.com/s/9rbzhpw87s88fgtx6pm8q4,,,https://www.academy.com/c/sports/football/football-protective-gear/football-mouth-guards,,Shop football mouthguards from top brands.,football_snr_mouthguards,,Scrolling Cards - 2,"NEW
Mouthguards
[NXTRND, Battle, Shock Doctor + more]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NEW
Gloves
[Nike, Battle, + more]",Tina,"Tina is this a brand play? If so, add brands please add brands","https://academy.box.com/s/7xdyfuxvj7mqszm9592l7h20vzh99t2r
OR
https://academy.box.com/s/rymlc8wod1p01hky7ndrnfbagygfk059",,,https://www.academy.com/c/sports/football/football-gloves,,Shop football gloves from top brands.,football_snr_gloves,,Scrolling Cards - 3,"NEW
Gloves
[Nike, Battle, + more]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NEW
Battle Apparel",,,"https://academy.box.com/s/om1u4b22nbojzlpf5872fjz8yyzoyqtu
OR
https://academy.box.com/s/9cajhvd7fbbzahjnqnn1c2y9583foj1i

",,,https://www.academy.com/c/brands/battle-sports-football-gear,,Shop new Battle football apparel.,football_snr_battle,,Scrolling Cards - 4,"NEW
Battle Apparel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Finds for You (GTM, AGF, OE, SF) ",,,,,,,, ,, , ,Headline w/CTA + Scrolling Cards,New Finds for You Shop All, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card 1,"Built for the Road
Adizero Pacers
[adidas]",Ece,,https://academy.box.com/s/9267fvp9a9yhr8nervcc7noqjytmj4xz,"165061565_WHITEBLK01_0_0_0
165125080_PINKPINK_0_0_0",,https://www.academy.com/c/brands/adidas/adidas-shoes/adidas-running-shoes,,Shop new adidas adizero pacers.,new_fw_adizeropacers,,Card 1,"Built for the Road
Adizero Pacers
[adidas]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card 2,"Just Dropped
July 4th Collection
[BL101]",Tina,,https://drive.google.com/drive/folders/1ER1hXo9DEnoPi8IwZRahAbXYBExA_n3W,,,https://www.academy.com/c/brands/baseball-lifestyle-101,,Shop new Baseball Lifestyle 101 July 4th Collection.,new_bl101july4thcollection,,Card 2,"Just Dropped
July 4th Collection
[BL101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Card 3
V1 (6/29-6/30)","NEW
Back to Sport Collection
[Stanley]",Clarice,,\\PWFSGEN01E\Academy\ecommerce\Content Team\Clarice Tesch\Outdoor Content\Content Requests\Stanley\Back to Sport,"152393325_BLUEYELLOW_0_0_0
152393270_YELLOWGRN_0_0_0
149610376_GRNBLUE_0_0_0
156341039_YELLOW_0_0_0",,https://www.academy.com/c/brands/brands-s-z/stanley,"Three Stanley drink tumblers in blue, yellow, and green with handles are displayed in front of a classroom chalkboard with math equations, alongside Stanley branding.",Shop new Stanley Back to Sport collection.,new_out_stanleybacktosport,,"Card 3
V1 (6/29-6/30)","NEW
Back to Sport Collection
[Stanley]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card 3-7/1 11AM launch,"NEW
Infinite Potential Collection
[Stanley]",Clarice,,\\PWFSGEN01E\Academy\ecommerce\Content Team\Clarice Tesch\Outdoor Content\Content Requests\Stanley\Back to School,"156338948_LTGRN01_0_0_0
163873391_LTBLUE02_0_0_0
165034727_MDPINK01_0_0_0
144391400_LTBEIGE02_0_0_0",,https://www.academy.com/c/brands/brands-s-z/stanley,,Shop new Stanley Infinity Potential collection.,new_out_stanleyinfinitypotential,,Card 3-7/1 11AM launch,"NEW
Infinite Potential Collection
[Stanley]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card 3,"JUST DROPPED
Wildflower Collection
[Brumate]",Clarice,"Launches week 20, can be used for all versions this week",https://quad.box.com/s/jwyd3hvjbwpaur4q6ya8qb9fpk1xgzne,"163599661_WHITEPNK01_0_0_0
163599724_WHITEPINK_0_0_0
154727827_DKPNKWHT_0_0_0",,https://www.academy.com/c/brands/brumate/brumate-tumbler-cup,,,,,Card 3,"JUST DROPPED
Wildflower Collection
[Brumate]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card 4,"Wildy Fun
Cheetah Print Sandals
[Birkenstock, O'Rageous, FREELY]",Paulina,,Generate AI Lifestyle,"157437690_GREY_0_0_0
162698641_MULTI_0_0_0
162698683_BLACK_0_0_0",,https://www.academy.com/c/womens/womens-footwear/womens-casual-shoes/women-sandals,,Shop Cheetah Print Sandals for her.,new_fw_cheetahprintsandals,,Card 4,"Wildy Fun
Cheetah Print Sandals
[Birkenstock, O'Rageous, FREELY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Event Banner V1
Card 5 V2","Small Box, Big Boom
NEW Turtlebox Cub
[Turtlebox]",Bethany,Moved from WK 20,https://academy.app.box.com/folder/382664610039?s=i1o85pk3ejw1bxu0tldliprifd55lp4a,"166907139_LTBEIGE01_0_0_0
166907139_WHITE_0_0_0
166907139_ORANGE_0_0_0
166907139_GREY_0_0_0",,https://www.academy.com/c/home-backyard/electronics/speakers?&facet=%27facet_Brand%27:%27Turtlebox%27,Rugged portable Turtlebox Cub speaker being splashed with water in an outdoor setting.,Shop new Turtlebox Cub.,new_snr_turtleboxcub,,Card 5,"Small Box, Big Boom
NEW Turtlebox Cub
[Turtlebox]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Card 6
V2: 7/1 at 8:30 AM","Turn It Up
Ghost AMP Presale
[Brooks]",Ece,8:30 am is good for this also,https://brookssports.widencollective.com/c/dat2ufir,"164587944_WHITEYLW_0_0_0
164587944_BEIGEPINK_0_0_0",,https://www.academy.com/c/brands/brooks/ghost-collection,,Pre-order new Brooks Ghost Amp running shoes.,new_fw_brooksghostamppresale,,"Card 6
V2: 7/1 at 8:30 AM","Turn It Up
Ghost AMP Presale
[Brooks]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New At Academy,HPLP only, ,,,,, ,, , ,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Not on Homepage-
ONLY ON HPLP ","Rep USA All Day
Polos for Him
[Waggle + MORE]",Brandi,"Waggle, Swannies, PGA Tour, & Burlebo",https://brandfolder.com/s/792fq5qsgk96g2m6trxr99z,"165005678_WHITE_0_0_0
158270705_RED_0_0_0
161177691_WHITE_0_0_0
136505729_WHITEMULTI_0_0_0
136505729_NAVYRED_0_0_0
",,https://www.academy.com/c/mens/mens-apparel/mens-shirts--t-shirts/mens-polos,,,,,Not in app,Not in app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZ 1:1,, , ,,,,, ,, , ,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZ ,Card 1, , ,,,,, ,, , ,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZ,Card 2, , ,,,,, ,, , ,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZ ,Card 3, , ,,,,, ,, , ,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZ,Card 4, , ,,,,, ,, , ,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"More Savings, More Fun",, , ,,,, ,, , ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Event Banner,myAcademy, ,Reuse from previous weeks,,,, ,,,,,Not In App,Not In App, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Card Left,App Download, ,Reuse from previous weeks,,,, ,,,,,Not In App,Not In App, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Card Middle,Price Match, ,Reuse from previous weeks,,,, ,,,,,Not In App,Not In App, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Card Right,SMS Sign Up, ,Reuse from previous weeks,,,, ,,,,,Not In App,Not In App, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Store Services Component, , , ,,,, ,, , ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Left,"myAcademy Rewards
IN-APP ONLY
$20 OFF $100+ Purchases
[DOWNLOAD/OPEN OUR APP]", , Reuse from previous weeks,,,, ,,,,,Not In App,Not In App, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Left Middle,FREE SHIPPING, , Reuse from previous weeks,,,, ,,,,,Not In App,Not In App, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right Middle,SAME DAY DELIVERY, , Reuse from previous weeks,,,, ,,,,,Not In App,Not In App, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Card Right,FREE 1-HOUR PICK UP, , P/U WK4,,,,, ,,,,Not In App,Not In App, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEALS BUTTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1, , , ,, , , ,ALT TEXT + ICIDs FOR DEV - SOHA FILLS OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,DEAL,SM,LOGO,CREATIVE,SKUs,,URLS,Alt Text for Image,,ICIDs,ICIDs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Big Fun Deals,Big Fun Deals, ,, , , , ,, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, , , , , , , ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Was $149.99
$99.99
Bronco or 3-Burner Gas Grill",Bethany,Outdoor Gourmet,Picture,"160949531_BLACK
160852691_BLACK", ,https://www.academy.com/c/outdoors/grills--outdoor-cooking/grills,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Up to
$200 OFF
Patio Sets",Bethany,Mosaic,Picture,152562838_BEIGEMDBRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"
Was $12.99
$9.99
Men's Coaches Polo
",Brandi,BCG,,"129381334_NAVY_0_0_0
135069030_MDGREY01_0_0_0", ,https://www.academy.com/c/mens/mens-apparel/mens-shirts--t-shirts?&facet=%27facet_Brand%27:%27BCG%27,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Was $24.99
$19.99
Laguna Madre",Yajaira,Magellan Outdoors,,"109383201_DKRED02_0_0_0
109441694_BTPURPLE05_0_0_0", ,https://www.academy.com/c/brands/magellan/laguna-madre,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Up to
40% OFF
Backyard Water Fun
Select Styles",Clarice,Intex + H2O Go!,Picture," 162673056_0_0_0_0
125958618_MULTI_0_0_0
135501881_BLUELTBLUE_0_0_0", ,https://www.academy.com/c/shops/fun-in-the-sun/pools--water-toys,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2, , , ,, , , ,ALT TEXT + ICIDs FOR DEV - SOHA FILLS OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
